ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Classification,Family_Glottocode,Family_Name,Language_Glottocode,Language_Name,Level,Status
biji1244,Bijie,Eurasia,,,biji1244,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nesu1235/wusa1235,sino1245,Sino-Tibetan,wusa1235,Wusa Nasu,dialect,
qian1262,Qian Xi,Eurasia,,,qian1262,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nesu1235/wusa1235,sino1245,Sino-Tibetan,wusa1235,Wusa Nasu,dialect,
wein1239,Weining Yi,Eurasia,,,wein1239,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nesu1235/wume1235,sino1245,Sino-Tibetan,wume1235,Wumeng Nasu,dialect,
hezh1242,Hezhang Yi,Eurasia,,,hezh1242,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nesu1235/wume1235,sino1245,Sino-Tibetan,wume1235,Wumeng Nasu,dialect,
henk1238,Hen-Ke Yi,Eurasia,,,henk1238,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nesu1235/wume1235,sino1245,Sino-Tibetan,wume1235,Wumeng Nasu,dialect,
sani1265,Sanie,Eurasia,25.2,102.12,sani1265,ysy,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nasu1237,sino1245,Sino-Tibetan,sani1265,Sanie,language,moribund
same1240,Samei,Eurasia,24.7859,99.9217,same1240,smh,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nasu1237,sino1245,Sino-Tibetan,same1240,Samei,language,shifting
gepo1234,Gepo,Eurasia,25.7,102.5,gepo1234,ygp,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nasu1237,sino1245,Sino-Tibetan,gepo1234,Gepo,language,not endangered
unun9955,Unclassified Nasu-Gepu,,,,unun9955,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nasu1237,sino1245,Sino-Tibetan,,,family,
wudi1238,Wuding-Luquan Yi,Eurasia,25.48,102.48,wudi1238,ywq,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nasu1237,sino1245,Sino-Tibetan,wudi1238,Wuding-Luquan Yi,language,shifting
ches1238,Chesu,Eurasia,24.05,101.98,ches1238,ych,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nasu1237/unun9955,sino1245,Sino-Tibetan,ches1238,Chesu,language,shifting
ayiz1244,Ayizi,Eurasia,25.0,103.7,ayiz1244,yyz,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nasu1237/unun9955,sino1245,Sino-Tibetan,ayiz1244,Ayizi,language,nearly extinct
tazh1234,Tazhi,,,,tazh1234,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nasu1237/wudi1238,sino1245,Sino-Tibetan,wudi1238,Wuding-Luquan Yi,dialect,
wudi1239,Wuding Naisu,Eurasia,,,wudi1239,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nasu1237/wudi1238,sino1245,Sino-Tibetan,wudi1238,Wuding-Luquan Yi,dialect,
luqu1238,Luquan Naso,Eurasia,,,luqu1238,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/nesu1234/nasu1237/wudi1238,sino1245,Sino-Tibetan,wudi1238,Wuding-Luquan Yi,dialect,
huil1243,Huili Yi,Eurasia,,,huil1243,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/sich1238,sino1245,Sino-Tibetan,sich1238,Sichuan Yi,dialect,
butu1242,Butuo Yi,Eurasia,,,butu1242,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/sich1238,sino1245,Sino-Tibetan,sich1238,Sichuan Yi,dialect,
yish1238,Yishengzha Yi,Eurasia,,,yish1238,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/sich1238,sino1245,Sino-Tibetan,sich1238,Sichuan Yi,dialect,
nort2713,Northern Awu Yi,Eurasia,,,nort2713,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/sich1238,sino1245,Sino-Tibetan,sich1238,Sichuan Yi,dialect,
yinu1238,Yinuo Yi,Eurasia,,,yinu1238,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/nasu1236/sich1238,sino1245,Sino-Tibetan,sich1238,Sichuan Yi,dialect,
aluo1235,Aluo,Eurasia,26.0,102.0,aluo1235,yna,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/niso1234/nucl1739/unun9956,sino1245,Sino-Tibetan,aluo1235,Aluo,language,shifting
muji1235,Muji,,,,muji1235,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272,sino1245,Sino-Tibetan,,,family,
phow1235,Phowa,,,,phow1235,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272,sino1245,Sino-Tibetan,,,family,
lagh1244,Laghuu-Core Muji,,,,lagh1244,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235,sino1245,Sino-Tibetan,,,family,
moji1238,Moji,Eurasia,23.2,104.15,moji1238,ymi,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235,sino1245,Sino-Tibetan,moji1238,Moji,language,threatened
thop1235,Thopho-Core Muji,,,,thop1235,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244,sino1245,Sino-Tibetan,,,family,
lagh1245,Laghuu,Eurasia,22.2674,103.929,lagh1245,lgh,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244,sino1245,Sino-Tibetan,lagh1245,Laghuu,language,shifting
core1246,Core Muji,,,,core1246,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235,sino1245,Sino-Tibetan,,,family,
thop1236,Thopho,Eurasia,24.15,104.9,thop1236,ytp,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235,sino1245,Sino-Tibetan,thop1236,Thopho,language,threatened
qila1235,Qila Muji,Eurasia,22.570376,103.141292,qila1235,ymq,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235/core1246,sino1245,Sino-Tibetan,qila1235,Qila Muji,language,threatened
nucl1309,Nuclear Core Muji,,,,nucl1309,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235/core1246,sino1245,Sino-Tibetan,,,family,
nort2715,Northern-Southern Muji,,,,nort2715,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235/core1246/nucl1309,sino1245,Sino-Tibetan,,,family,
muzi1235,Muzi,Eurasia,23.086,103.464,muzi1235,ymz,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235/core1246/nucl1309,sino1245,Sino-Tibetan,muzi1235,Muzi,language,shifting
bokh1236,Bokha-Phuma,,,,bokh1236,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235/core1246/nucl1309,sino1245,Sino-Tibetan,,,family,
nort2716,Northern Muji,Eurasia,23.031191,103.418697,nort2716,ymx,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235/core1246/nucl1309/nort2715,sino1245,Sino-Tibetan,nort2716,Northern Muji,language,shifting
sout2722,Southern Muji,Eurasia,22.87312,103.306087,sout2722,ymc,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235/core1246/nucl1309/nort2715,sino1245,Sino-Tibetan,sout2722,Southern Muji,language,threatened
bokh1237,Bokha,Eurasia,23.05,103.7,bokh1237,ybk,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235/core1246/nucl1309/bokh1236,sino1245,Sino-Tibetan,bokh1237,Bokha,language,threatened
phum1235,Phuma,Eurasia,23.1,104.05,phum1235,ypm,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/muji1235/lagh1244/thop1235/core1246/nucl1309/bokh1236,sino1245,Sino-Tibetan,phum1235,Phuma,language,threatened
hlep1235,Hlepho-Phukha,,,,hlep1235,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/phow1235,sino1245,Sino-Tibetan,,,family,
anil1235,Ani-Labo,,,,anil1235,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/phow1235,sino1245,Sino-Tibetan,,,family,
hlep1236,Hlepho Phowa,Eurasia,23.591,103.733,hlep1236,yhl,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/phow1235/hlep1235,sino1245,Sino-Tibetan,hlep1236,Hlepho Phowa,language,threatened
khlu1235,Khlula-Zokhuo,,,,khlu1235,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/phow1235/hlep1235,sino1245,Sino-Tibetan,,,family,
phuk1235,Phukha,Eurasia,25.5277,106.148,phuk1235,phh,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/phow1235/hlep1235,sino1245,Sino-Tibetan,phuk1235,Phukha,language,threatened
zokh1238,Zokhuo,Eurasia,23.8,104.8,zokh1238,yzk,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/phow1235/hlep1235/khlu1235,sino1245,Sino-Tibetan,zokh1238,Zokhuo,language,threatened
khlu1236,Khlula,Eurasia,23.1,104.45,khlu1236,ykl,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/phow1235/hlep1235/khlu1235,sino1245,Sino-Tibetan,khlu1236,Khlula,language,threatened
anip1235,Ani Phowa,Eurasia,23.7,103.6,anip1235,ypn,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/phow1235/anil1235,sino1245,Sino-Tibetan,anip1235,Ani Phowa,language,threatened
labo1243,Labo Phowa,Eurasia,23.9,103.4,labo1243,ypb,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/high1272/phow1235/anil1235,sino1245,Sino-Tibetan,labo1243,Labo Phowa,language,threatened
azha1235,Azha,Eurasia,23.9,104.15,azha1235,aza,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/sani1266,sino1245,Sino-Tibetan,azha1235,Azha,language,not endangered
sani1267,Sani-Axi-Azhe,,,,sani1267,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/sani1266,sino1245,Sino-Tibetan,,,family,
sani1269,Sani,Eurasia,24.278,103.759,sani1269,ysn,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/sani1266/sani1267,sino1245,Sino-Tibetan,sani1269,Sani,language,not endangered
sani1275,Sani-Axi,,,,sani1275,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/sani1266/sani1267,sino1245,Sino-Tibetan,,,family,
sout2721,Southern Sani,Eurasia,,,sout2721,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/sani1266/sani1267/sani1269,sino1245,Sino-Tibetan,sani1269,Sani,dialect,
nort2714,Northern Sani,Eurasia,,,nort2714,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/sani1266/sani1267/sani1269,sino1245,Sino-Tibetan,sani1269,Sani,dialect,
axiy1235,Axi Yi,Eurasia,24.6009,103.713,axiy1235,yix,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/sani1266/sani1267/sani1275,sino1245,Sino-Tibetan,axiy1235,Axi Yi,language,threatened
azhe1235,Azhe,Eurasia,24.405,103.441,azhe1235,yiz,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/sani1266/sani1267/sani1275,sino1245,Sino-Tibetan,azhe1235,Azhe,language,not endangered
upri1239,Upriver Riverine Phula,,,,upri1239,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256,sino1245,Sino-Tibetan,,,family,
down1239,Downriver Riverine Phula,,,,down1239,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256,sino1245,Sino-Tibetan,,,family,
phal1256,Phala,Eurasia,23.354,102.505,phal1256,ypa,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/upri1239,sino1245,Sino-Tibetan,phal1256,Phala,language,threatened
phol1236,Pholic,,,,phol1236,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/upri1239,sino1245,Sino-Tibetan,,,family,
alop1235,Alo Phola,Eurasia,23.59,101.933,alop1235,ypo,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/upri1239/phol1236,sino1245,Sino-Tibetan,alop1235,Alo Phola,language,threatened
phol1237,Phola,Eurasia,23.4674,102.228,phol1237,ypg,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/upri1239/phol1236,sino1245,Sino-Tibetan,phol1237,Phola,language,threatened
phup1236,Phupha-Alugu,,,,phup1236,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/down1239,sino1245,Sino-Tibetan,,,family,
phup1238,Phupa-Phuza,,,,phup1238,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/down1239,sino1245,Sino-Tibetan,,,family,
alug1235,Alugu,Eurasia,23.0,103.0,alug1235,aub,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/down1239/phup1236,sino1245,Sino-Tibetan,alug1235,Alugu,language,not endangered
phup1237,Phupha,Eurasia,22.95,102.3,phup1237,yph,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/down1239/phup1236,sino1245,Sino-Tibetan,phup1237,Phupha,language,threatened
phup1239,Phupa,Eurasia,23.0,103.4,phup1239,ypp,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/down1239/phup1238,sino1245,Sino-Tibetan,phup1239,Phupa,language,threatened
phuz1235,Phuza,Eurasia,23.05,103.4,phuz1235,ypz,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/down1239/phup1238,sino1245,Sino-Tibetan,phuz1235,Phuza,language,threatened
daba1263,Dabaqi,,,,daba1263,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/down1239/phup1238/phuz1235,sino1245,Sino-Tibetan,phuz1235,Phuza,dialect,
suob1234,Suobendi,,,,suob1234,,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/rive1256/down1239/phup1238/phuz1235,sino1245,Sino-Tibetan,phuz1235,Phuza,dialect,
nisi1238,Nisi (China),Eurasia,23.418,104.85,nisi1238,yso,sino1245/burm1265/lolo1265/lolo1267/nili1235/sout3212/unun9957,sino1245,Sino-Tibetan,nisi1238,Nisi (China),language,not endangered
sout2719,Awu,Eurasia,22.909678,103.101616,sout2719,,sino1245/burm1265/lolo1265/lolo1267/nili1235/lawo1234,sino1245,Sino-Tibetan,sout2719,Awu,language,
lawu1238,Lawu,Eurasia,24.133878,101.498795,lawu1238,lwu,sino1245/burm1265/lolo1265/lolo1267/nili1235/lawo1234,sino1245,Sino-Tibetan,lawu1238,Lawu,language,nearly extinct
sadu1234,Sadu,Eurasia,24.3,102.0,sadu1234,,sino1245/burm1265/lolo1265/lolo1267/nili1235/kazh1234,sino1245,Sino-Tibetan,sadu1234,Sadu,language,shifting
kats1235,Katso,Eurasia,24.6,102.4,kats1235,kaf,sino1245/burm1265/lolo1265/lolo1267/nili1235/kazh1234,sino1245,Sino-Tibetan,kats1235,Katso,language,shifting
sama1295,Samatao,Eurasia,25.012,102.2,sama1295,ysd,sino1245/burm1265/lolo1265/lolo1267/nili1235/kazh1234,sino1245,Sino-Tibetan,sama1295,Samatao,language,nearly extinct
lipo1243,Lipo-Lolopo,,,,lipo1243,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234,sino1245,Sino-Tibetan,,,family,
unun9958,Unclassified Lisoid,,,,unun9958,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234,sino1245,Sino-Tibetan,,,family,
nucl1734,Nuclear Lisoid,,,,nucl1734,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234,sino1245,Sino-Tibetan,,,family,
lolo1259,Lolopo,Eurasia,25.50051,101.30185,lolo1259,ycl,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243,sino1245,Sino-Tibetan,lolo1259,Lolopo,language,not endangered
lipo1244,Lipo-Micha,,,,lipo1244,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243,sino1245,Sino-Tibetan,,,family,
unun9959,Unclassified Lipo-Lolopo,,,,unun9959,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243,sino1245,Sino-Tibetan,,,family,
shua1253,Shuangbo Lolopho,Eurasia,,,shua1253,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243/lolo1259,sino1245,Sino-Tibetan,lolo1259,Lolopo,dialect,
yaoa1238,Yao'an Lolopho,Eurasia,,,yaoa1238,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243/lolo1259,sino1245,Sino-Tibetan,lolo1259,Lolopo,dialect,
nanh1240,Nanhua Lolopho,Eurasia,,,nanh1240,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243/lolo1259,sino1245,Sino-Tibetan,lolo1259,Lolopo,dialect,
miqi1235,Miqie,Eurasia,25.3,102.301,miqi1235,yiq,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243/lipo1244,sino1245,Sino-Tibetan,miqi1235,Miqie,language,shifting
lipo1242,Lipo,Eurasia,25.226,101.302,lipo1242,lpo,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243/lipo1244,sino1245,Sino-Tibetan,lipo1242,Lipo,language,not endangered
limi1243,Limi,Eurasia,24.469,100.073,limi1243,ylm,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243/unun9959,sino1245,Sino-Tibetan,limi1243,Limi,language,not endangered
hler1235,Hlersu,Eurasia,24.4,101.4,hler1235,hle,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243/unun9959,sino1245,Sino-Tibetan,hler1235,Hlersu,language,threatened
mili1235,Mili,Eurasia,24.115,100.611,mili1235,ymh,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243/unun9959,sino1245,Sino-Tibetan,mili1235,Mili,language,threatened
nalu1239,Naluo Yi,Eurasia,25.97,102.598,nalu1239,ylo,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/unun9958,sino1245,Sino-Tibetan,nalu1239,Naluo Yi,language,threatened
ache1244,Ache,Eurasia,24.152,102.446,ache1244,yif,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/unun9958,sino1245,Sino-Tibetan,ache1244,Ache,language,threatened
lamu1257,Lamu,Eurasia,25.8,100.15,lamu1257,llh,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/unun9958,sino1245,Sino-Tibetan,lamu1257,Lamu,language,shifting
sama1296,Samatu,Eurasia,23.76,98.825,sama1296,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/unun9958,sino1245,Sino-Tibetan,sama1296,Samatu,language,nearly extinct
lisu1252,Lisu-Laluba-Lavu,,,,lisu1252,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734,sino1245,Sino-Tibetan,,,family,
tang1372,Tanglang-Toloza,Eurasia,26.9,99.9,tang1372,ytl,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734,sino1245,Sino-Tibetan,tang1372,Tanglang-Toloza,language,shifting
lalu1234,Laluba-Lavu,,,,lalu1234,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252,sino1245,Sino-Tibetan,,,family,
lisu1250,Lisu,Eurasia,22.5488,94.0184,lisu1250,lis,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252,sino1245,Sino-Tibetan,lisu1250,Lisu,language,not endangered
lalo1240,Lalo,,,,lalo1240,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234,sino1245,Sino-Tibetan,,,family,
talu1238,Lavu-Yongsheng-Talu,Eurasia,26.4,101.0,talu1238,yta,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234,sino1245,Sino-Tibetan,talu1238,Lavu-Yongsheng-Talu,language,threatened
kuan1251,Kuansi-Kuamasi-Sonaga,,,,kuan1251,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234,sino1245,Sino-Tibetan,,,family,
ekaa1234,Eka,Eurasia,23.475,99.865,ekaa1234,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240,sino1245,Sino-Tibetan,ekaa1234,Eka,language,
yang1304,Yangliu,Eurasia,25.22482,99.046326,yang1304,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240,sino1245,Sino-Tibetan,yang1304,Yangliu,language,
sout3210,Southern Lalo,Eurasia,23.5,99.33,sout3210,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240,sino1245,Sino-Tibetan,sout3210,Southern Lalo,language,
grea1292,Greater Lalo,,,,grea1292,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240,sino1245,Sino-Tibetan,,,family,
core1258,Core Lalo,,,,core1258,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240/grea1292,sino1245,Sino-Tibetan,,,family,
xuzh1234,Xuzhang Lalo,Eurasia,25.344026,99.112244,xuzh1234,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240/grea1292,sino1245,Sino-Tibetan,xuzh1234,Xuzhang Lalo,language,
dong1286,Dongshanba Lalo,Eurasia,25.435,100.178,dong1286,yik,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240/grea1292/core1258,sino1245,Sino-Tibetan,dong1286,Dongshanba Lalo,language,threatened
uncl1503,Unclassified Core Lalu,,,,uncl1503,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240/grea1292/core1258,sino1245,Sino-Tibetan,,,family,
cent2297,Central-Western Lalo,,,,cent2297,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240/grea1292/core1258,sino1245,Sino-Tibetan,,,family,
east2696,Eastern Lalu,Eurasia,23.585,101.546,east2696,yit,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240/grea1292/core1258/uncl1503,sino1245,Sino-Tibetan,east2696,Eastern Lalu,language,threatened
xish1235,Xishanba Lalo,Eurasia,24.8709,100.711,xish1235,ywt,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240/grea1292/core1258/cent2297,sino1245,Sino-Tibetan,xish1235,Xishanba Lalo,language,threatened
west1506,Western Lalu,Eurasia,24.73,98.9,west1506,ywl,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240/grea1292/core1258/cent2297,sino1245,Sino-Tibetan,west1506,Western Lalu,language,threatened
kuan1252,Kuansi-Kuamasi,,,,kuan1252,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/kuan1251,sino1245,Sino-Tibetan,,,family,
sona1244,Sonaga,Eurasia,26.55,103.33,sona1244,ysg,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/kuan1251,sino1245,Sino-Tibetan,sona1244,Sonaga,language,not endangered
kuam1234,Kuamasi,Eurasia,26.35,103.33,kuam1234,yku,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/kuan1251/kuan1252,sino1245,Sino-Tibetan,kuam1234,Kuamasi,language,not endangered
kuan1249,Kua-nsi,Eurasia,26.45,103.33,kuan1249,ykn,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/kuan1251/kuan1252,sino1245,Sino-Tibetan,kuan1249,Kua-nsi,language,not endangered
lush1248,Southern Lisu,Eurasia,,,lush1248,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lisu1250,sino1245,Sino-Tibetan,lisu1250,Lisu,dialect,
nort3298,Northern Lisu,,,,nort3298,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lisu1250,sino1245,Sino-Tibetan,lisu1250,Lisu,dialect,
hual1240,Central Lisu,Eurasia,,,hual1240,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lisu1250,sino1245,Sino-Tibetan,lisu1250,Lisu,dialect,
blac1267,Ninglang-Dechang Lisu,Eurasia,,,blac1267,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lisu1250,sino1245,Sino-Tibetan,lisu1250,Lisu,dialect,
ning1281,Ninglang,,,,ning1281,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lisu1250/blac1267,sino1245,Sino-Tibetan,lisu1250,Lisu,dialect,
dech1234,Dechang,,,,dech1234,,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lisu1250/blac1267,sino1245,Sino-Tibetan,lisu1250,Lisu,dialect,
zauz1238,Zauzou,Eurasia,26.4572,98.8634,zauz1238,zal,sino1245/burm1265/lolo1265/lolo1267/nuso1234,sino1245,Sino-Tibetan,zauz1238,Zauzou,language,shifting
nusu1239,Nusu,Eurasia,26.7292,98.8801,nusu1239,nuf,sino1245/burm1265/lolo1265/lolo1267/nuso1234,sino1245,Sino-Tibetan,nusu1239,Nusu,language,not endangered
wupi1238,Wupijiang,Eurasia,,,wupi1238,,sino1245/burm1265/lolo1265/lolo1267/nuso1234/zauz1238,sino1245,Sino-Tibetan,zauz1238,Zauzou,dialect,
biji1245,Bijilan,Eurasia,,,biji1245,,sino1245/burm1265/lolo1265/lolo1267/nuso1234/zauz1238,sino1245,Sino-Tibetan,zauz1238,Zauzou,dialect,
